time,x,y,
1728369752.322873,0,0
1728369755.044757,-1238,121
1728369758.5624914,-950,329
1728369765.0870326,-1109,139
1728369767.7874079,-935,429
1728369774.612239,-1012,501
1728369778.53508,-922,696
1728369780.5751278,-1002,710
1728369782.4646778,-921,739
1728369791.7885716,-211,585
1728369792.7566884,-211,585
1728369793.6926966,-211,585
1728369794.570747,-211,585
1728369795.3283477,-211,585
1728369797.4957764,-1488,142
1728369799.1688657,-1507,134
1728369800.076925,-1507,134
1728369801.5691912,-1417,134
1728369805.236525,-651,462
1728369810.9818184,-508,559
1728369813.3241973,-508,559
1728369815.6933362,-508,559
1728369823.5672336,-1125,510
1728369825.0669324,-1130,507
1728369827.7686536,-178,231
1728369833.054624,-1576,141
1728369834.210151,-1416,141
1728369837.2715247,-1244,144
1728369841.46419,-1115,137
1728369842.827315,-982,435
1728369847.5534208,-973,460
1728369851.0408525,-962,707
1728369853.5457413,-961,704
1728369854.0488882,-949,716
1728369856.1927757,-1364,153
1728369857.9631097,-1464,219
1728369860.0806098,-155,247
1728369861.1668096,-664,454
1728369864.8347576,-1461,136
1728369865.9918134,-1398,135
1728369875.1166208,-1486,138
1728369877.2178316,-210,571
1728369878.3729498,-210,571
1728369881.336895,-210,571
1728369882.6249175,-210,571
1728369883.494048,-210,571
1728369885.1149595,-210,571
1728369887.5170903,-210,571
1728369889.0304105,-210,571
1728369891.484176,-210,571
1728369893.7052681,-210,571
1728369894.6029103,-210,571
1728369897.9097753,-1562,140
1728369899.4475806,-1562,140
1728369900.6710122,-1399,133
1728369909.4009032,-1155,516
1728369910.8331501,-1153,515
1728369912.0638447,-1153,515
1728369917.2085073,-152,234
1728369918.0409153,-159,234
1728369919.1358838,-540,601
1728369919.8787968,-540,592
1728369920.9289181,-526,374
1728369922.571303,-1137,377
1728369922.8936343,-1137,377
1728369923.440583,-1137,377
1728369925.4067733,-1621,377
1728369925.654403,-1621,377
1728369926.591602,-1624,494
1728369926.74292,-1624,494
1728369927.8519902,-1448,198
1728369938.4942162,-588,375
1728369938.8919852,-586,368
1728369940.0922904,-971,360
1728369940.2501495,-971,360
1728369941.0517533,-962,264
1728369941.217047,-962,264
1728369942.335024,-1341,352
1728369942.4929225,-1341,352
1728369943.550348,-1255,471
1728369943.7231143,-1255,471
1728369945.0346267,-679,466
1728369945.1705997,-679,466
1728369946.2653117,-943,251
1728369946.7225008,-959,253
1728369946.8642159,-959,253
1728369947.502233,-934,306
1728369948.0573356,-539,305
1728369948.3199272,-565,302
1728369949.6774364,-971,378
1728369949.8504229,-971,378
1728369950.4427595,-971,378
1728369950.5769,-971,378
1728369951.762571,-697,471
1728369951.9130027,-697,471
1728369952.977755,-561,352
1728369953.3526242,-561,360
1728369953.5024524,-561,360
1728369954.7566762,-1294,481
1728369954.9054775,-1294,481
1728369955.782607,-1370,362
1728369955.9326894,-1370,362
1728369957.320726,-963,269
1728369957.5016158,-963,269
1728369958.2427223,-1114,616
1728369959.067565,-942,674
1728369959.9457636,-1013,546
