time,x,y
1728369748.5291233,643.790283203125,230.30856323242188
1728369748.5581245,742.3680419921875,228.0423583984375
1728369748.5881233,838.9593505859375,232.4196319580078
1728369748.6161206,910.4923095703125,229.14585876464844
1728369748.6491222,955.6054077148438,235.6717071533203
1728369748.6791215,961.4146728515625,248.13792419433594
1728369748.7101219,949.5152587890625,239.3557586669922
1728369748.740123,948.248779296875,242.70114135742188
1728369748.770122,952.117431640625,244.9840545654297
1728369748.7971213,950.6553955078125,246.6022186279297
1728369748.8301222,949.06982421875,247.72962951660156
1728369748.8581219,946.1843872070312,246.06752014160156
1728369748.8901734,943.4814453125,244.8533477783203
1728369748.9163187,926.6485595703125,259.72406005859375
1728369749.702526,846.7837524414062,378.3211669921875
1728369749.7315714,1009.8682250976562,253.7587890625
1728369749.764496,896.6061401367188,311.2706298828125
1728369749.7908144,1014.04443359375,260.6347961425781
1728369749.8248746,869.1952514648438,306.0074462890625
1728369749.8555307,836.4362182617188,331.92877197265625
1728369749.882779,799.5587768554688,374.4666442871094
1728369749.917598,804.0382080078125,369.8059997558594
1728369749.9466286,817.3013305664062,370.30999755859375
1728369749.9772043,830.9805908203125,366.119384765625
1728369750.0052745,840.7203369140625,351.98565673828125
1728369750.037781,851.9662475585938,338.0713806152344
1728369750.065756,864.685791015625,324.84521484375
1728369750.0957468,873.74267578125,318.6820373535156
1728369750.1290884,869.723388671875,295.67388916015625
1728369750.1565568,852.4962768554688,271.0439147949219
1728369750.1865907,848.4337158203125,241.3338623046875
1728369750.2163336,852.2083740234375,207.0077667236328
1728369750.2494142,898.6234130859375,199.4666748046875
1728369750.2775931,933.3077392578125,185.20016479492188
1728369750.306613,926.0772094726562,135.4107666015625
1728369750.3366895,926.9622802734375,102.55052185058594
1728369750.3667135,921.3170166015625,159.28997802734375
1728369750.488649,481.48370361328125,426.5168762207031
1728369750.5167096,783.5814819335938,285.7197265625
1728369750.548038,840.2474975585938,264.2984313964844
1728369750.5785594,896.1001586914062,225.9542694091797
1728369750.6085227,938.21728515625,183.23574829101562
1728369750.6426928,976.060546875,154.43487548828125
1728369750.6734467,994.1082763671875,138.2447967529297
1728369750.69914,1006.5106201171875,133.04039001464844
1728369750.729781,1024.63818359375,129.46035766601562
1728369750.759777,1030.0408935546875,126.34420776367188
1728369750.7894483,1038.6832275390625,118.74761962890625
