时间,键鼠动作,键鼠持续时间,键鼠坐标,眼动动作,眼动持续时间,眼动坐标,状态,时间差,index
1728464970,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464970,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464970,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464970,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464970,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464970,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464970,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464970,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464970,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:00,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464971,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:01,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:02,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:02,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:02,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:02,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:02,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:02,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Fast_saccade,"['1728464969.59', '1728464972.25', '2.6600000858306885']","['2034.26708984375', '1291.1776123046875', '1268.0496826171875', '788.9928588867188']",查找,0:00:02,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:02,1
1728464972,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:02,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:02,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464973,Hover,"['1728464967.6', '1728464973.44', '5.840000152587891']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464974,Slow_move,"['1728464973.45', '1728464973.45', '0.0']","['-1181', '60', '-1181', '60']",Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:03,1
1728464974,Hover,"['1728464973.46', '1728464973.7', '0.24000000953674316']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:04,1
1728464974,Hover,"['1728464973.46', '1728464973.7', '0.24000000953674316']",,Slow_saccade,"['1728464972.26', '1728464973.72', '1.4600000381469727']","['2.6600000858306885', '2034.26708984375', '0.309999942779541', '956.5481567382812']",,0:00:04,1
1728464974,Slow_move,"['1728464973.71', '1728464974.07', '0.3599998950958252']","['-1181', '60', '-1194', '94']",Fixation,"['1728464973.73', '1728464974.04', '0.309999942779541']","['956.5481567382812', '169.8404998779297']",,0:00:04,1
1728464974,Slow_move,"['1728464973.71', '1728464974.07', '0.3599998950958252']","['-1181', '60', '-1194', '94']",Fixation,"['1728464973.73', '1728464974.04', '0.309999942779541']","['956.5481567382812', '169.8404998779297']",,0:00:04,1
1728464974,Slow_move,"['1728464973.71', '1728464974.07', '0.3599998950958252']","['-1181', '60', '-1194', '94']",Fixation,"['1728464973.73', '1728464974.04', '0.309999942779541']","['956.5481567382812', '169.8404998779297']",,0:00:04,1
1728464974,Slow_move,"['1728464973.71', '1728464974.07', '0.3599998950958252']","['-1181', '60', '-1194', '94']",Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:04,1
1728464974,Hover,"['1728464974.08', '1728464974.19', '0.1100001335144043']",,Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:04,1
1728464974,Slow_move,"['1728464974.20', '1728464974.36', '0.15999984741210938']","['-1194', '95', '-1189', '99']",Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:04,1
1728464974,Slow_move,"['1728464974.20', '1728464974.36', '0.15999984741210938']","['-1194', '95', '-1189', '99']",Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:04,1
1728464975,Hover,"['1728464974.37', '1728464974.77', '0.40000009536743164']",,Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:04,1
1728464975,Hover,"['1728464974.37', '1728464974.77', '0.40000009536743164']",,Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:05,1
1728464975,Hover,"['1728464974.37', '1728464974.77', '0.40000009536743164']",,Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:05,1
1728464975,Hover,"['1728464974.37', '1728464974.77', '0.40000009536743164']",,Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:05,1
1728464975,Slow_move,"['1728464974.78', '1728464975.36', '0.5799999237060547']","['-1188', '100', '-1175', '108']",Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:05,1
1728464975,Slow_move,"['1728464974.78', '1728464975.36', '0.5799999237060547']","['-1188', '100', '-1175', '108']",Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:05,1
1728464975,Slow_move,"['1728464974.78', '1728464975.36', '0.5799999237060547']","['-1188', '100', '-1175', '108']",Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:05,1
1728464975,Slow_move,"['1728464974.78', '1728464975.36', '0.5799999237060547']","['-1188', '100', '-1175', '108']",Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:05,1
1728464975,Slow_move,"['1728464974.78', '1728464975.36', '0.5799999237060547']","['-1188', '100', '-1175', '108']",Fast_saccade,"['1728464974.01', '1728464975.33', '1.3199999332427979']","['977.5408935546876', '149.83103942871094', '1203.54736328125', '492.0321960449219']",查找,0:00:05,1
1728464975,Slow_move,"['1728464974.78', '1728464975.36', '0.5799999237060547']","['-1188', '100', '-1175', '108']",Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:05,1
1728464976,Hover,"['1728464975.37', '1728464975.91', '0.5400002002716064']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:05,1
1728464976,Hover,"['1728464975.37', '1728464975.91', '0.5400002002716064']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464976,Hover,"['1728464975.37', '1728464975.91', '0.5400002002716064']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464976,Hover,"['1728464975.37', '1728464975.91', '0.5400002002716064']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464976,Hover,"['1728464975.37', '1728464975.91', '0.5400002002716064']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464976,Slow_move,"['1728464975.92', '1728464976.54', '0.619999885559082']","['-1175', '109', '-1153', '151']",Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464976,Slow_move,"['1728464975.92', '1728464976.54', '0.619999885559082']","['-1175', '109', '-1153', '151']",Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464976,Slow_move,"['1728464975.92', '1728464976.54', '0.619999885559082']","['-1175', '109', '-1153', '151']",Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464976,Slow_move,"['1728464975.92', '1728464976.54', '0.619999885559082']","['-1175', '109', '-1153', '151']",Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464976,Slow_move,"['1728464975.92', '1728464976.54', '0.619999885559082']","['-1175', '109', '-1153', '151']",Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464977,Slow_move,"['1728464975.92', '1728464976.54', '0.619999885559082']","['-1175', '109', '-1153', '151']",Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:06,1
1728464977,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464977,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464977,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464977,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464977,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464977,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464977,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464977,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464977,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:07,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:08,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:08,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:08,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464975.34', '1728464977.89', '2.5500001907348633']","['1.3199999332427979', '977.5408935546876', '0.8199999332427979', '614.7177734375']",,0:00:08,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464977.9', '1728464978.72', '0.8199999332427979']","['614.7177734375', '103.1452407836914', '282.0520935058594', '3222.603515625']",查找,0:00:08,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464977.9', '1728464978.72', '0.8199999332427979']","['614.7177734375', '103.1452407836914', '282.0520935058594', '3222.603515625']",查找,0:00:08,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464977.9', '1728464978.72', '0.8199999332427979']","['614.7177734375', '103.1452407836914', '282.0520935058594', '3222.603515625']",查找,0:00:08,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464977.9', '1728464978.72', '0.8199999332427979']","['614.7177734375', '103.1452407836914', '282.0520935058594', '3222.603515625']",查找,0:00:08,1
1728464978,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464977.9', '1728464978.72', '0.8199999332427979']","['614.7177734375', '103.1452407836914', '282.0520935058594', '3222.603515625']",查找,0:00:08,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464977.9', '1728464978.72', '0.8199999332427979']","['614.7177734375', '103.1452407836914', '282.0520935058594', '3222.603515625']",查找,0:00:08,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464977.9', '1728464978.72', '0.8199999332427979']","['614.7177734375', '103.1452407836914', '282.0520935058594', '3222.603515625']",查找,0:00:09,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464977.9', '1728464978.72', '0.8199999332427979']","['614.7177734375', '103.1452407836914', '282.0520935058594', '3222.603515625']",查找,0:00:09,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464978.73', '1728464978.92', '0.19000005722045898']","['0.8199999332427979', '614.7177734375', '1.5399999618530273', '302.81396484375']",,0:00:09,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Slow_saccade,"['1728464978.73', '1728464978.92', '0.19000005722045898']","['0.8199999332427979', '614.7177734375', '1.5399999618530273', '302.81396484375']",,0:00:09,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:09,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:09,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:09,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:09,1
1728464979,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:09,1
1728464980,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:09,1
1728464980,Hover,"['1728464976.55', '1728464979.58', '3.0299999713897705']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464980,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464980,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464980,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464980,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464980,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464980,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464980,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464980,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464981,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Fast_saccade,"['1728464978.93', '1728464980.47', '1.5399999618530273']","['302.81396484375', '3219.823486328125', '239.4930419921875', '3478.908203125']",查找,0:00:10,1
1728464981,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Slow_saccade,"['1728464980.48', '1728464980.82', '0.3399999141693115']","['1.5399999618530273', '302.81396484375', '0.5199999809265137', '282.395263671875']",,0:00:11,1
1728464981,Hover,"['1728464979.6', '1728464981.22', '1.6200001239776611']",,Slow_saccade,"['1728464980.48', '1728464980.82', '0.3399999141693115']","['1.5399999618530273', '302.81396484375', '0.5199999809265137', '282.395263671875']",,0:00:11,1
