 ±º‰,º¸ Û∂Ø◊˜,º¸ Û≥÷–¯ ±º‰,º¸ Û◊¯±Í,—€∂Ø∂Ø◊˜,—€∂Ø≥÷–¯ ±º‰,—€∂Ø◊¯±Í,◊¥Ã¨, ±º‰≤Ó, operationId,"	page","	module","	widget","	startTimeTick","	duration",
1729563162,Hover,"['1729563162.26', '1729563162.45', '0.19000005722045898']",,Fast_saccade,"['1729563162.39', '1729563163.03', '0.6399998664855957']","['353.1245422363281', '902.5855712890624', '980.907470703125', '87.03085327148438']",≤È’“,0:00:00,,,,,,,
1729563163,Hover,"['1729563162.26', '1729563162.45', '0.19000005722045898']",,Fast_saccade,"['1729563162.39', '1729563163.03', '0.6399998664855957']","['353.1245422363281', '902.5855712890624', '980.907470703125', '87.03085327148438']",≤È’“,0:00:00,,,,,,,
1729563163,Fast_move,"['1729563162.51', '1729563162.87', '0.3599998950958252']","['-205.0', '190.0', '-543.0', '139.0']",Fast_saccade,"['1729563162.39', '1729563163.03', '0.6399998664855957']","['353.1245422363281', '902.5855712890624', '980.907470703125', '87.03085327148438']",≤È’“,0:00:00,,,,,,,
1729563163,Fast_move,"['1729563162.51', '1729563162.87', '0.3599998950958252']","['-205.0', '190.0', '-543.0', '139.0']",Fast_saccade,"['1729563162.39', '1729563163.03', '0.6399998664855957']","['353.1245422363281', '902.5855712890624', '980.907470703125', '87.03085327148438']",≤È’“,0:00:00,,,,,,,
1729563163,Fast_move,"['1729563162.51', '1729563162.87', '0.3599998950958252']","['-205.0', '190.0', '-543.0', '139.0']",Fast_saccade,"['1729563162.39', '1729563163.03', '0.6399998664855957']","['353.1245422363281', '902.5855712890624', '980.907470703125', '87.03085327148438']",≤È’“,0:00:00,,,,,,,
1729563163,Fast_move,"['1729563162.51', '1729563162.87', '0.3599998950958252']","['-205.0', '190.0', '-543.0', '139.0']",Fast_saccade,"['1729563162.39', '1729563163.03', '0.6399998664855957']","['353.1245422363281', '902.5855712890624', '980.907470703125', '87.03085327148438']",≤È’“,0:00:00,,,,,,,
1729563163,Fast_move,"['1729563162.95', '1729563163.17', '0.2200000286102295']","['-584.0', '151.0', '-916.0', '6.0']",Fast_saccade,"['1729563162.39', '1729563163.03', '0.6399998664855957']","['353.1245422363281', '902.5855712890624', '980.907470703125', '87.03085327148438']",≤È’“,0:00:00,,,,,,,
1729563163,Fast_move,"['1729563162.95', '1729563163.17', '0.2200000286102295']","['-584.0', '151.0', '-916.0', '6.0']",Slow_saccade,"['1729563163.04', '1729563163.53', '0.49000000953674316']","['0.6399998664855957', '353.1245422363281', '0.6000001430511475', '1068.791748046875']",”Ã‘•,0:00:00,,,,,,,
1729563163,Fast_move,"['1729563162.95', '1729563163.17', '0.2200000286102295']","['-584.0', '151.0', '-916.0', '6.0']",Slow_saccade,"['1729563163.04', '1729563163.53', '0.49000000953674316']","['0.6399998664855957', '353.1245422363281', '0.6000001430511475', '1068.791748046875']",”Ã‘•,0:00:00,,,,,,,
1729563163,Slow_move,"['1729563163.18', '1729563163.42', '0.24000000953674316']","['-914', '6', '-1009', '154']",Slow_saccade,"['1729563163.04', '1729563163.53', '0.49000000953674316']","['0.6399998664855957', '353.1245422363281', '0.6000001430511475', '1068.791748046875']",,0:00:00,,,,,,,
1729563163,Slow_move,"['1729563163.18', '1729563163.42', '0.24000000953674316']","['-914', '6', '-1009', '154']",Slow_saccade,"['1729563163.04', '1729563163.53', '0.49000000953674316']","['0.6399998664855957', '353.1245422363281', '0.6000001430511475', '1068.791748046875']",,0:00:01,,,,,,,
1729563164,Slow_move,"['1729563163.54', '1729563163.69', '0.15000009536743164']","['-1009', '153', '-1079', '149']",Fixation,"['1729563163.54', '1729563164.14', '0.6000001430511475']","['1068.791748046875', '197.55148315429688']",,0:00:01,,,,,,,
1729563164,Slow_move,"['1729563163.54', '1729563163.69', '0.15000009536743164']","['-1009', '153', '-1079', '149']",Fixation,"['1729563163.54', '1729563164.14', '0.6000001430511475']","['1068.791748046875', '197.55148315429688']",,0:00:01,,,,,,,
1729563164,Click,1729563164,"['-1079', '149', '']",Fixation,"['1729563163.54', '1729563164.14', '0.6000001430511475']","['1068.791748046875', '197.55148315429688']",,0:00:01,NotLogin-1729563024486-00000001,Home,None,"Blank(911, 67)",139016,42,1
1729563164,Hover,"['1729563163.76', '1729563163.92', '0.16000008583068848']",,Fixation,"['1729563163.54', '1729563164.14', '0.6000001430511475']","['1068.791748046875', '197.55148315429688']",,0:00:01,,,,,,,
1729563164,Hover,"['1729563163.94', '1729563164.06', '0.11999988555908203']",,Fixation,"['1729563163.54', '1729563164.14', '0.6000001430511475']","['1068.791748046875', '197.55148315429688']",,0:00:01,,,,,,,
1729563164,Hover,"['1729563163.94', '1729563164.06', '0.11999988555908203']",,Fixation,"['1729563163.54', '1729563164.14', '0.6000001430511475']","['1068.791748046875', '197.55148315429688']",,0:00:01,,,,,,,
1729563164,Slow_move,"['1729563164.07', '1729563164.27', '0.20000004768371582']","['-1079', '149', '-1084', '439']",Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:01,,,,,,,
1729563164,Slow_move,"['1729563164.07', '1729563164.27', '0.20000004768371582']","['-1079', '149', '-1084', '439']",Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:01,,,,,,,
1729563164,Hover,"['1729563164.28', '1729563164.41', '0.13000011444091797']",,Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:02,,,,,,,
1729563165,Slow_move,"['1729563164.42', '1729563164.65', '0.23000001907348633']","['-1084', '439', '-1090', '443']",Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:02,,,,,,,
1729563165,Slow_move,"['1729563164.42', '1729563164.65', '0.23000001907348633']","['-1084', '439', '-1090', '443']",Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:02,,,,,,,
1729563165,Slow_move,"['1729563164.42', '1729563164.65', '0.23000001907348633']","['-1084', '439', '-1090', '443']",Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:02,,,,,,,
1729563165,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:02,,,,,,,
1729563165,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:02,,,,,,,
1729563165,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:02,,,,,,,
1729563165,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:02,,,,,,,
1729563165,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Slow_saccade,"['1729563164.15', '1729563165.25', '1.0999999046325684']","['0.6000001430511475', '1068.791748046875', '1.1500000953674316', '118.00856018066406']",,0:00:02,,,,,,,
1729563165,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:02,,,,,,,
1729563165,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Hover,"['1729563164.66', '1729563166.23', '1.5699999332427979']",,Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Slow_move,"['1729563166.24', '1729563166.46', '0.2200000286102295']","['-1090', '443', '-975', '416']",Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:03,,,,,,,
1729563166,Slow_move,"['1729563166.24', '1729563166.46', '0.2200000286102295']","['-1090', '443', '-975', '416']",Fast_saccade,"['1729563165.26', '1729563166.41', '1.1500000953674316']","['118.00856018066406', '112.95411682128906', '1175.69775390625', '562.3199462890625']",≤È’“,0:00:04,,,,,,,
1729563167,Slow_move,"['1729563166.24', '1729563166.46', '0.2200000286102295']","['-1090', '443', '-975', '416']",Fixation,"['1729563166.41', '1729563166.77', '0.3599998950958252']","['1175.69775390625', '562.3199462890625']",,0:00:04,,,,,,,
1729563167,Click,1729563167,"['-975', '416', '']",Fixation,"['1729563166.41', '1729563166.77', '0.3599998950958252']","['1175.69775390625', '562.3199462890625']",,0:00:04,NotLogin-1729563024486-00000003,Log in,Login,L-Username,142076,96,1
1729563167,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Fixation,"['1729563166.41', '1729563166.77', '0.3599998950958252']","['1175.69775390625', '562.3199462890625']",,0:00:04,,,,,,,
1729563167,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Fixation,"['1729563166.41', '1729563166.77', '0.3599998950958252']","['1175.69775390625', '562.3199462890625']",,0:00:04,,,,,,,
1729563167,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:04,,,,,,,
1729563167,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:04,,,,,,,
1729563167,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:04,,,,,,,
1729563167,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:04,,,,,,,
1729563167,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:04,,,,,,,
1729563167,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,Hover,"['1729563166.57', '1729563168.08', '1.5099999904632568']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,KB,1729563168,"[""'t'""]",Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,Hover,"['1729563168.1', '1729563168.28', '0.18000006675720215']",,Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,KB,1729563168,"[""'e'""]",Slow_saccade,"['1729563166.78', '1729563168.27', '1.4900000095367432']","['0.3599998950958252', '1175.69775390625', '2.0', '1221.78076171875']",,0:00:05,,,,,,,
1729563168,Hover,"['1729563168.3', '1729563168.48', '0.18000006675720215']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,KB,1729563168,"[""'s'""]",Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,KB,1729563169,"[""'t'""]",Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,Hover,"['1729563168.64', '1729563169.09', '0.4499998092651367']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,Hover,"['1729563168.64', '1729563169.09', '0.4499998092651367']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,Hover,"['1729563168.64', '1729563169.09', '0.4499998092651367']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,Hover,"['1729563168.64', '1729563169.09', '0.4499998092651367']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,KB,1729563169,['Key.ctrl_l'],Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,KB,1729563169,['Key.space'],Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,Hover,"['1729563169.2', '1729563169.63', '0.43000006675720215']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:06,,,,,,,
1729563169,Hover,"['1729563169.2', '1729563169.63', '0.43000006675720215']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,Hover,"['1729563169.2', '1729563169.63', '0.43000006675720215']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,KB,1729563170,"[""'1'""]",Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,Hover,"['1729563169.65', '1729563170.03', '0.37999987602233887']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,Hover,"['1729563169.65', '1729563170.03', '0.37999987602233887']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,Hover,"['1729563169.65', '1729563170.03', '0.37999987602233887']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,Hover,"['1729563169.65', '1729563170.03', '0.37999987602233887']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,Slow_move,"['1729563170.04', '1729563170.13', '0.09000015258789062']","['-975', '415', '-959', '415']",Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,Hover,"['1729563170.14', '1729563170.45', '0.309999942779541']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,Hover,"['1729563170.14', '1729563170.45', '0.309999942779541']",,Fixation,"['1729563168.28', '1729563170.28', '2.0']","['1221.78076171875', '615.518310546875']",,0:00:07,,,,,,,
1729563170,Hover,"['1729563170.14', '1729563170.45', '0.309999942779541']",,Fixation,"['1729563170.34', '1729563171.15', '0.8100001811981201']","['1239.8126220703125', '664.2860107421875']",,0:00:08,,,,,,,
1729563171,Hover,"['1729563170.14', '1729563170.45', '0.309999942779541']",,Fixation,"['1729563170.34', '1729563171.15', '0.8100001811981201']","['1239.8126220703125', '664.2860107421875']",,0:00:08,,,,,,,
1729563171,Slow_move,"['1729563170.46', '1729563170.94', '0.48000001907348633']","['-959', '415', '-955', '478']",Fixation,"['1729563170.34', '1729563171.15', '0.8100001811981201']","['1239.8126220703125', '664.2860107421875']",,0:00:08,,,,,,,
1729563171,Slow_move,"['1729563170.46', '1729563170.94', '0.48000001907348633']","['-959', '415', '-955', '478']",Fixation,"['1729563170.34', '1729563171.15', '0.8100001811981201']","['1239.8126220703125', '664.2860107421875']",,0:00:08,,,,,,,
1729563171,Slow_move,"['1729563170.46', '1729563170.94', '0.48000001907348633']","['-959', '415', '-955', '478']",Fixation,"['1729563170.34', '1729563171.15', '0.8100001811981201']","['1239.8126220703125', '664.2860107421875']",,0:00:08,,,,,,,
1729563171,Slow_move,"['1729563170.46', '1729563170.94', '0.48000001907348633']","['-959', '415', '-955', '478']",Fixation,"['1729563170.34', '1729563171.15', '0.8100001811981201']","['1239.8126220703125', '664.2860107421875']",,0:00:08,,,,,,,
1729563171,Click,1729563171,"['-951', '480', '']",Fixation,"['1729563170.34', '1729563171.15', '0.8100001811981201']","['1239.8126220703125', '664.2860107421875']",,0:00:08,NotLogin-1729563024486-00000005,Log in,Login,L-Password,146513,89,1
1729563171,Hover,"['1729563171.01', '1729563171.7', '0.690000057220459']",,Fixation,"['1729563170.34', '1729563171.15', '0.8100001811981201']","['1239.8126220703125', '664.2860107421875']",,0:00:08,,,,,,,
1729563171,Hover,"['1729563171.01', '1729563171.7', '0.690000057220459']",,Fixation,"['1729563170.34', '1729563171.15', '0.8100001811981201']","['1239.8126220703125', '664.2860107421875']",,0:00:08,,,,,,,
1729563171,Hover,"['1729563171.01', '1729563171.7', '0.690000057220459']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:08,,,,,,,
1729563171,Hover,"['1729563171.01', '1729563171.7', '0.690000057220459']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,Hover,"['1729563171.01', '1729563171.7', '0.690000057220459']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,Hover,"['1729563171.01', '1729563171.7', '0.690000057220459']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,KB,1729563172,['<97>'],Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,KB,1729563172,['<98>'],Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,KB,1729563172,['<99>'],Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,KB,1729563172,['<100>'],Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,Hover,"['1729563172.04', '1729563172.17', '0.13000011444091797']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,KB,1729563172,['<101>'],Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,Hover,"['1729563172.19', '1729563172.42', '0.23000001907348633']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:09,,,,,,,
1729563172,KB,1729563172,['<102>'],Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Hover,"['1729563172.44', '1729563172.98', '0.5399999618530273']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Hover,"['1729563172.44', '1729563172.98', '0.5399999618530273']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Hover,"['1729563172.44', '1729563172.98', '0.5399999618530273']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Hover,"['1729563172.44', '1729563172.98', '0.5399999618530273']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Hover,"['1729563172.44', '1729563172.98', '0.5399999618530273']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Hover,"['1729563172.44', '1729563172.98', '0.5399999618530273']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Slow_move,"['1729563172.99', '1729563173.34', '0.34999990463256836']","['-949', '481', '-895', '699']",Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Slow_move,"['1729563172.99', '1729563173.34', '0.34999990463256836']","['-949', '481', '-895', '699']",Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Slow_move,"['1729563172.99', '1729563173.34', '0.34999990463256836']","['-949', '481', '-895', '699']",Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:10,,,,,,,
1729563173,Click,1729563173,"['-895', '699', '']",Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:11,NotLogin-1729563024486-00000007,Log in,None,pL-Submit,148907,73,
1729563174,Hover,"['1729563173.42', '1729563173.73', '0.309999942779541']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:11,,,,,,,
1729563174,Hover,"['1729563173.42', '1729563173.73', '0.309999942779541']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:11,,,,,,,
1729563174,Hover,"['1729563173.42', '1729563173.73', '0.309999942779541']",,Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:11,,,,,,,
1729563174,Slow_move,"['1729563173.74', '1729563173.83', '0.08999991416931152']","['-896', '699', '-921', '713']",Slow_saccade,"['1729563171.16', '1729563174.1', '2.93999981880188']","['0.8100001811981201', '1239.8126220703125', '1.940000057220459', '1229.359619140625']",,0:00:11,,,,,,,
